시각KST,종목,체결강도%,매수액,매도액,거래대금,체결수,메이저
2026-05-26 05:31:42,IN,14.0,640018,4585727,5225745,15,
2026-05-26 05:32:42,IN,0.0,0,18799054,18799054,24,
2026-05-26 05:33:42,IN,5.5,448125,8075974,8524099,20,
2026-05-26 05:34:42,IN,0.0,0,2177605,2177605,4,
2026-05-26 05:35:42,IN,9999.0,387598,0,387598,1,
2026-05-26 05:36:42,IN,0.0,0,1010217,1010217,1,
2026-05-26 05:37:42,IN,0.0,0,228177,228177,1,
2026-05-26 05:38:42,IN,31.6,861404,2722763,3584167,5,
2026-05-26 05:39:42,IN,9999.0,3095051,0,3095051,3,
2026-05-26 05:40:42,IN,1682.7,11358138,675000,12033138,9,
2026-05-26 05:41:42,IN,0.0,0,384644,384644,2,
2026-05-26 05:42:42,IN,0.0,0,1246375,1246375,2,
2026-05-26 05:43:42,IN,0.0,0,2131620,2131620,2,
2026-05-26 05:44:42,IN,0.0,0,292894,292894,1,
2026-05-26 05:45:42,IN,0.0,0,457902,457902,1,
2026-05-26 05:46:42,IN,0.8,99113,12299765,12398879,4,
2026-05-26 05:47:42,IN,9999.0,8175539,0,8175539,8,
2026-05-26 05:48:42,IN,9999.0,147356,0,147356,2,
2026-05-26 05:49:42,IN,0.0,0,12063681,12063681,8,
2026-05-26 05:51:42,IN,0.0,0,13539860,13539860,2,
2026-05-26 05:52:42,IN,0.0,0,3844953,3844953,9,
2026-05-26 05:53:42,IN,0.0,0,5040103,5040103,6,
2026-05-26 05:54:42,IN,26.5,66017,248695,314712,2,
2026-05-26 05:55:42,IN,1.2,8132,656895,665027,4,
2026-05-26 05:56:42,IN,10.9,600860,5515273,6116133,10,
2026-05-26 05:57:42,IN,0.0,0,338094,338094,3,
2026-05-26 05:59:42,IN,128.9,4449072,3452700,7901773,17,
2026-05-26 06:00:42,IN,9999.0,17916064,0,17916064,31,
2026-05-26 06:01:42,IN,4592.5,13546254,294962,13841216,17,
2026-05-26 06:03:42,IN,345.5,17277103,5000000,22277103,14,
2026-05-26 06:04:42,IN,135.5,1105557,816000,1921557,5,
2026-05-26 06:05:42,IN,4000.7,23835461,595788,24431249,10,
2026-05-26 06:06:42,IN,386.3,56253722,14561614,70815336,114,
2026-05-26 06:07:42,IN,100.4,15041385,14974635,30016020,34,
2026-05-26 06:08:42,IN,82.1,7026100,8555475,15581574,24,
2026-05-26 06:09:42,IN,205.8,9887668,4803447,14691115,19,
2026-05-26 06:10:42,IN,3674.7,6894886,187632,7082517,44,
2026-05-26 06:11:42,IN,11322.1,6536962,57736,6594698,20,
2026-05-26 06:12:42,IN,79.4,14403519,18147660,32551180,42,
2026-05-26 06:13:42,IN,668.4,3609719,540051,4149771,11,
2026-05-26 06:14:42,IN,119.2,2765225,2319066,5084291,23,
2026-05-26 06:15:42,IN,9999.0,3970024,0,3970024,17,
2026-05-26 06:16:42,IN,9999.0,8514808,0,8514808,20,
2026-05-26 06:17:42,IN,57.8,4875046,8437474,13312520,24,
2026-05-26 06:18:42,IN,0.0,0,2180760,2180760,5,
2026-05-26 06:19:42,IN,0.0,0,8885087,8885087,7,
2026-05-26 06:20:42,IN,0.8,38020,5047427,5085447,10,
2026-05-26 06:21:42,IN,0.0,0,1862674,1862674,2,
2026-05-26 06:22:42,IN,0.0,0,15799448,15799448,7,
2026-05-26 06:23:42,IN,140.5,11272885,8023551,19296437,27,
2026-05-26 06:24:42,IN,92.4,481572,521249,1002821,16,
2026-05-26 06:25:42,IN,0.9,119070,12949571,13068641,9,
2026-05-26 06:26:42,IN,8.9,304629,3439242,3743871,10,
2026-05-26 06:27:42,IN,1.3,36907,2833187,2870094,3,
2026-05-26 06:28:42,IN,5.1,53755,1051827,1105582,6,
2026-05-26 06:29:42,IN,64.2,366495,571292,937787,3,
2026-05-26 06:30:42,IN,9999.0,4159327,0,4159327,10,
2026-05-26 06:31:42,IN,201.6,3702215,1836561,5538775,13,
